"Start Time","Duration","Run ID","Name","Source Type","Source Name","User","Status","N","communicator","environment","experiment_name","fmg_post_vcycles","max_iter","n_ranks","n_smooth","omega","solver","specified_numba_threads","strategy","tolerance","use_numba","bandwidth_gb_s","converged","final_alg_error","final_error","final_residual","iterations","mlups","observed_numba_threads","residual_history","total_compute_time","total_halo_time","wall_time"
"2025-12-11 22:15:31","1.7s","59ccd860f1414392be52560639a58f6f","jacobi_N1026_p8","LOCAL","/zhome/86/f/169037/COURSES/LSM/LSM-P2/run_solver.py","philipnickel7@gmail.com","FINISHED","1026","numpy","hpc","weak_scaling_v2","2","50","8","5","0.6666666666666666","jacobi","1","cubic","0.0","1","28.17708408274914","0","10.477071207593546","0.9993739233748042","1.3525867840684626e-10","50","440.2669387929553","1","1.3525867840684626e-10","46.299572853","2.179411614000003","121.942136621"
"2025-12-11 22:12:41","1.6s","e734778ae75c42a3b8049c8230ad2be8","jacobi_N1026_p8","LOCAL","/zhome/86/f/169037/COURSES/LSM/LSM-P2/run_solver.py","philipnickel7@gmail.com","FINISHED","1026","numpy","hpc","weak_scaling_v2","2","50","8","5","0.6666666666666666","jacobi","1","sliced","0.0","1","28.254707335414512","0","10.444691137871873","0.9993739233748042","1.3525867840684626e-10","50","441.4798021158518","1","1.3525867840684626e-10","46.61483447000003","1.4460308940000046","121.607128894"
"2025-12-11 22:09:50","1.7s","629a1b828cb341a09f6dc5051dbe7284","jacobi_N1026_p8","LOCAL","/zhome/86/f/169037/COURSES/LSM/LSM-P2/run_solver.py","philipnickel7@gmail.com","FINISHED","1026","custom","hpc","weak_scaling_v2","2","50","8","5","0.6666666666666666","jacobi","1","cubic","0.0","1","28.36655207425211","0","10.477071207593546","0.9993739233748042","1.3525867840684626e-10","50","443.22737616018924","1","1.3525867840684626e-10","46.42594249800001","0.9063403769999874","121.127651602"
"2025-12-11 22:05:59","1.7s","7077f4b16f0844c7b94c2fd75764c759","jacobi_N1070_p72","LOCAL","/zhome/86/f/169037/COURSES/LSM/LSM-P2/run_solver.py","philipnickel7@gmail.com","FINISHED","1070","numpy","hpc","weak_scaling_v2","2","50","72","5","0.6666666666666666","jacobi","1","cubic","0.0","1","192.94463416057988","0","10.426610511336396","0.9994243870525679","1.1674702491394713e-10","50","3014.75990875906","1","1.1674702491394713e-10","6.268235207999997","0.6235912389999956","20.203705583"
"2025-12-11 22:04:52","1.7s","4add866f49694eccbea62d337ed830a3","jacobi_N1070_p72","LOCAL","/zhome/86/f/169037/COURSES/LSM/LSM-P2/run_solver.py","philipnickel7@gmail.com","FINISHED","1070","numpy","hpc","weak_scaling_v2","2","50","72","5","0.6666666666666666","jacobi","1","sliced","0.0","1","171.91731566520892","0","10.19559029100749","0.9994243870525679","1.1674702491394713e-10","50","2686.2080572688897","1","1.1674702491394713e-10","8.126596224000009","1.7748560930000095","22.67483393"
"2025-12-11 22:03:41","1.7s","5f43fe5de7134b4891f62a24df879eac","jacobi_N1070_p72","LOCAL","/zhome/86/f/169037/COURSES/LSM/LSM-P2/run_solver.py","philipnickel7@gmail.com","FINISHED","1070","custom","hpc","weak_scaling_v2","2","50","72","5","0.6666666666666666","jacobi","1","cubic","0.0","1","188.31796269022334","0","10.426610511336396","0.9994243870525679","1.1674702491394713e-10","50","2942.46816703474","1","1.1674702491394713e-10","6.334710892000011","0.5203729619999994","20.70007835"
"2025-12-11 22:02:33","1.7s","9e12537de98c492b97ae565c05257bb1","jacobi_N1070_p72","LOCAL","/zhome/86/f/169037/COURSES/LSM/LSM-P2/run_solver.py","philipnickel7@gmail.com","FINISHED","1070","custom","hpc","weak_scaling_v2","2","50","72","5","0.6666666666666666","jacobi","1","sliced","0.0","1","179.46699116248456","0","10.19559029100749","0.9994243870525679","1.1674702491394713e-10","50","2804.171736913821","1","1.1674702491394713e-10","8.152524524","0.724091649000002","21.720966943"
"2025-12-11 21:28:29","1.7s","06e4544cc31c444dba281b59b8fba9c9","jacobi_N513_p8","LOCAL","/zhome/86/f/169037/COURSES/LSM/LSM-P2/run_solver.py","philipnickel7@gmail.com","FINISHED","513","numpy","hpc","weak_scaling_v2","2","50","8","5","0.6666666666666666","jacobi","1","cubic","0.0","1","31.877488578305677","0","10.472721074993286","0.9974931142642636","1.5371899248496741e-9","50","498.08575903602616","1","1.5371899248496741e-9","4.206211586000002","0.30923961099999714","13.394563946"
"2025-12-11 21:28:02","1.6s","0185a42d5dfa439d9cdc531d9b29cba2","fmg_N513_p8","LOCAL","/zhome/86/f/169037/COURSES/LSM/LSM-P2/run_solver.py","philipnickel7@gmail.com","FINISHED","513","numpy","hpc","weak_scaling_v2","2","50","8","5","0.6666666666666666","fmg","1","cubic","0.0","1","7.355502714294807","0","0.00000586335959995595","0.000012067559076736327","0.000037958820003917244","9","114.92972991085635","1","0.000037958820003917244","2.9928638389999827","0.3775672140000012","10.448954156"
"2025-12-11 21:27:37","1.6s","1bd67bbb38994fffa9f95eabb03c733d","jacobi_N513_p8","LOCAL","/zhome/86/f/169037/COURSES/LSM/LSM-P2/run_solver.py","philipnickel7@gmail.com","FINISHED","513","numpy","hpc","weak_scaling_v2","2","50","8","5","0.6666666666666666","jacobi","1","sliced","0.0","1","29.281929111011593","0","10.407874499404159","0.9974931142642636","1.5371899248496741e-9","50","457.5301423595561","1","1.5371899248496741e-9","5.408283856999994","0.4010002779999952","14.581862335"
"2025-12-11 21:27:15","1.6s","169e1b29acc6424db798f58bc7ca60f9","fmg_N513_p8","LOCAL","/zhome/86/f/169037/COURSES/LSM/LSM-P2/run_solver.py","philipnickel7@gmail.com","FINISHED","513","numpy","hpc","weak_scaling_v2","2","50","8","5","0.6666666666666666","fmg","1","sliced","0.0","1","5.92422239951186","0","0.0000019046362325378755","0.000012393105031765023","0.000017320833510996368","8","92.56597499237282","1","0.000017320833510996368","3.7745400559999878","0.3281095250000082","11.531911678"
"2025-12-11 21:26:45","1.6s","4e49edafab4a45f9b7123a3e9598e4ca","jacobi_N513_p8","LOCAL","/zhome/86/f/169037/COURSES/LSM/LSM-P2/run_solver.py","philipnickel7@gmail.com","FINISHED","513","custom","hpc","weak_scaling_v2","2","50","8","5","0.6666666666666666","jacobi","1","cubic","0.0","1","32.14602268774592","0","10.472721074993286","0.9974931142642636","1.5371899248496741e-9","50","502.28160449602996","1","1.5371899248496741e-9","4.215394379999998","0.21346579199999877","13.282671494"
"2025-12-11 21:26:17","1.7s","db2e7829b4994e9f98b84069f28113b1","fmg_N513_p8","LOCAL","/zhome/86/f/169037/COURSES/LSM/LSM-P2/run_solver.py","philipnickel7@gmail.com","FINISHED","513","custom","hpc","weak_scaling_v2","2","50","8","5","0.6666666666666666","fmg","1","cubic","0.0","1","7.4090247455151275","0","0.00000586335959995595","0.000012067559076736327","0.000037958820003917244","9","115.76601164867387","1","0.000037958820003917244","3.007982385999994","0.3388483680000153","10.373471988"
"2025-12-11 21:25:53","1.6s","c1699062be1c4a3b87e2de82362f4b6b","jacobi_N513_p8","LOCAL","/zhome/86/f/169037/COURSES/LSM/LSM-P2/run_solver.py","philipnickel7@gmail.com","FINISHED","513","custom","hpc","weak_scaling_v2","2","50","8","5","0.6666666666666666","jacobi","1","sliced","0.0","1","29.83700932325224","0","10.407874499404159","0.9974931142642636","1.5371899248496741e-9","50","466.20327067581627","1","1.5371899248496741e-9","5.407213940999999","0.12661161900000045","14.310585038"
"2025-12-11 21:25:25","1.6s","86b0411a264a4ab3860f408144555d75","fmg_N513_p8","LOCAL","/zhome/86/f/169037/COURSES/LSM/LSM-P2/run_solver.py","philipnickel7@gmail.com","FINISHED","513","custom","hpc","weak_scaling_v2","2","50","8","5","0.6666666666666666","fmg","1","sliced","0.0","1","6.247719038367449","0","0.0000019046362325378755","0.000012393105031765023","0.000017320833510996368","8","97.62060997449139","1","0.000017320833510996368","3.7342072040000085","0.1940472329999953","10.934808216"
"2025-12-11 21:23:28","1.6s","f560400f535d439c945b83643ec69596","fmg_N513_p8","LOCAL","/zhome/86/f/169037/COURSES/LSM/LSM-P2/run_solver.py","philipnickel7@gmail.com","FINISHED","513","numpy","hpc","weak_scaling_v2","2","50","8","5","0.6666666666666666","fmg","1","sliced","0.0","1","5.687426844806363","0","0.0000019046362325378755","0.000012393105031765023","0.000017320833510996368","8","88.86604445009942","1","0.000017320833510996368","4.038351096000014","0.31522556000002533","12.012041884"
"2025-12-11 21:22:31","1.7s","557412831b04494391bc188d37405b84","fmg_N513_p8","LOCAL","/zhome/86/f/169037/COURSES/LSM/LSM-P2/run_solver.py","philipnickel7@gmail.com","FINISHED","513","custom","hpc","weak_scaling_v2","2","50","8","5","0.6666666666666666","fmg","1","cubic","0.0","1","6.8117332163496425","0","0.00000586335959995595","0.000012067559076736327","0.000037958820003917244","9","106.43333150546314","1","0.000037958820003917244","3.237154366999996","0.36405637700002136","11.28307704"
"2025-12-11 21:21:35","1.6s","3b7092621bc24b2088f80895ad6a7ed5","fmg_N513_p8","LOCAL","/zhome/86/f/169037/COURSES/LSM/LSM-P2/run_solver.py","philipnickel7@gmail.com","FINISHED","513","custom","hpc","weak_scaling_v2","2","50","8","5","0.6666666666666666","fmg","1","sliced","0.0","1","5.743713164103927","0","0.0000019046362325378755","0.000012393105031765023","0.000017320833510996368","8","89.74551818912386","1","0.000017320833510996368","4.027411972000002","0.25506537900000026","11.894328202"
"2025-12-11 21:21:00","1.7s","4eccb6c0c9df4d1697d2aa2bd9577e84","jacobi_N740_p24","LOCAL","/zhome/86/f/169037/COURSES/LSM/LSM-P2/run_solver.py","philipnickel7@gmail.com","FINISHED","740","numpy","hpc","weak_scaling_v2","2","50","24","5","0.6666666666666666","jacobi","1","cubic","0.0","1","66.10947312840086","0","10.437743356470197","0.998795898091104","4.2529414321172536e-10","50","1032.9605176312637","1","4.2529414321172536e-10","6.1855868580000095","0.4859386140000018","19.456081096"
"2025-12-11 21:20:04","1.9s","04beb856e5b94900877495361824311e","jacobi_N740_p24","LOCAL","/zhome/86/f/169037/COURSES/LSM/LSM-P2/run_solver.py","philipnickel7@gmail.com","FINISHED","740","numpy","hpc","weak_scaling_v2","2","50","24","5","0.6666666666666666","jacobi","1","sliced","0.0","1","60.043486171935164","0","10.34150144070483","0.998795898091104","4.2529414321172536e-10","50","938.1794714364869","1","4.2529414321172536e-10","8.046423921999999","0.850181684999995","21.421662072"
"2025-12-11 21:19:11","1.6s","ddcdc49b29f9443f94959006873dd4f3","jacobi_N740_p24","LOCAL","/zhome/86/f/169037/COURSES/LSM/LSM-P2/run_solver.py","philipnickel7@gmail.com","FINISHED","740","custom","hpc","weak_scaling_v2","2","50","24","5","0.6666666666666666","jacobi","1","cubic","0.0","1","65.95973252443967","0","10.437743356470197","0.998795898091104","4.2529414321172536e-10","50","1030.62082069437","1","4.2529414321172536e-10","6.223552522000008","0.4320767639999979","19.500249943"
"2025-12-11 21:18:22","1.7s","5e5dc937b7864800ade582fc9e64d9b3","jacobi_N740_p24","LOCAL","/zhome/86/f/169037/COURSES/LSM/LSM-P2/run_solver.py","philipnickel7@gmail.com","FINISHED","740","custom","hpc","weak_scaling_v2","2","50","24","5","0.6666666666666666","jacobi","1","sliced","0.0","1","61.40353843743267","0","10.34150144070483","0.998795898091104","4.2529414321172536e-10","50","959.4302880848854","1","4.2529414321172536e-10","8.057424379999999","0.3559040880000007","20.947184855"
"2025-12-11 21:17:21","1.8s","8d3bc03f51ed4e2aa3bae215c246e47d","jacobi_N1285_p125","LOCAL","/zhome/86/f/169037/COURSES/LSM/LSM-P2/run_solver.py","philipnickel7@gmail.com","FINISHED","1285","numpy","hpc","weak_scaling_v2","2","50","125","5","0.6666666666666666","jacobi","1","cubic","0.0","1","282.57958665193127","0","10.42794719120954","0.9996009810586701","6.145555541939458e-11","50","4415.306041436426","1","6.145555541939458e-11","6.7803268530000045","0.6592344360000059","23.916033987"
"2025-12-11 21:16:00","1.7s","8b8b1800e8ef49f18c5a0fd03a51f542","jacobi_N1285_p125","LOCAL","/zhome/86/f/169037/COURSES/LSM/LSM-P2/run_solver.py","philipnickel7@gmail.com","FINISHED","1285","numpy","hpc","weak_scaling_v2","2","50","125","5","0.6666666666666666","jacobi","1","sliced","0.0","1","277.3081269519333","0","10.06631456540434","0.9996009810586701","6.145555541939458e-11","50","4332.939483623958","1","6.145555541939458e-11","8.65271262599999","2.4029024820000005","24.370663322"
"2025-12-11 21:14:40","2.1s","7c91756d8dbd4e95a044842f9c8e6efb","jacobi_N1285_p125","LOCAL","/zhome/86/f/169037/COURSES/LSM/LSM-P2/run_solver.py","philipnickel7@gmail.com","FINISHED","1285","custom","hpc","weak_scaling_v2","2","50","125","5","0.6666666666666666","jacobi","1","cubic","0.0","1","308.86794080853895","0","10.42794719120954","0.9996009810586701","6.145555541939458e-11","50","4826.061575133421","1","6.145555541939458e-11","7.023010101000011","0.5773942819999947","21.880493588"
"2025-12-11 21:13:21","1.8s","6f8b6208799b44509ba51f3915b3ce42","jacobi_N1285_p125","LOCAL","/zhome/86/f/169037/COURSES/LSM/LSM-P2/run_solver.py","philipnickel7@gmail.com","FINISHED","1285","custom","hpc","weak_scaling_v2","2","50","125","5","0.6666666666666666","jacobi","1","sliced","0.0","1","293.8721352298576","0","10.06631456540434","0.9996009810586701","6.145555541939458e-11","50","4591.752112966525","1","6.145555541939458e-11","8.703305495999995","1.0144047179999962","22.997018731"
"2025-12-11 21:11:51","1.7s","c5102344517b45fe965463d7afa7d24e","jacobi_N771_p27","LOCAL","/zhome/86/f/169037/COURSES/LSM/LSM-P2/run_solver.py","philipnickel7@gmail.com","FINISHED","771","numpy","hpc","weak_scaling_v2","2","50","27","5","0.6666666666666666","jacobi","1","cubic","0.0","1","72.09934664115835","0","10.428844700559342","0.9988908484349039","3.6829581396248595e-10","50","1126.5522912680992","1","3.6829581396248595e-10","6.921328039999992","0.4094526779999965","20.183555283"
"2025-12-11 21:10:57","1.7s","fa89c62f6f584c8187b5adacff73ddf7","jacobi_N771_p27","LOCAL","/zhome/86/f/169037/COURSES/LSM/LSM-P2/run_solver.py","philipnickel7@gmail.com","FINISHED","771","numpy","hpc","weak_scaling_v2","2","50","27","5","0.6666666666666666","jacobi","1","sliced","0.0","1","66.66719470972068","0","10.330796550791876","0.9988908484349039","3.6829581396248595e-10","50","1041.6749173393855","1","3.6829581396248595e-10","8.111946404000003","1.042031093000001","21.828144339"
"2025-12-11 21:10:02","1.7s","0d4e240b92d6486192e098e715e2468c","jacobi_N771_p27","LOCAL","/zhome/86/f/169037/COURSES/LSM/LSM-P2/run_solver.py","philipnickel7@gmail.com","FINISHED","771","custom","hpc","weak_scaling_v2","2","50","27","5","0.6666666666666666","jacobi","1","cubic","0.0","1","72.62973523079161","0","10.428844700559342","0.9988908484349039","3.6829581396248595e-10","50","1134.839612981119","1","3.6829581396248595e-10","6.996602363","0.3758940169999966","20.036162106"
"2025-12-11 21:09:11","1.8s","e6ff2bbe308046b6a9ba61e00ecd0013","jacobi_N771_p27","LOCAL","/zhome/86/f/169037/COURSES/LSM/LSM-P2/run_solver.py","philipnickel7@gmail.com","FINISHED","771","custom","hpc","weak_scaling_v2","2","50","27","5","0.6666666666666666","jacobi","1","sliced","0.0","1","68.55054500442864","0","10.330796550791876","0.9988908484349039","3.6829581396248595e-10","50","1071.1022656941977","1","3.6829581396248595e-10","8.163622055000006","0.3981804359999976","21.228440251"
"2025-12-11 21:02:07","1.8s","7298d7e42c0246fa8363d6baead06e0d","jacobi_N1025_p64","LOCAL","/zhome/86/f/169037/COURSES/LSM/LSM-P2/run_solver.py","philipnickel7@gmail.com","FINISHED","1025","numpy","hpc","weak_scaling_v2","2","50","64","5","0.6666666666666666","jacobi","1","cubic","0.0","1","167.72920672420386","0","10.428550667601103","0.999372700347946","1.3572177849216314e-10","50","2620.7688550656853","1","1.3572177849216314e-10","6.745002524000011","0.45527225200000504","20.425287887"
"2025-12-11 21:01:22","1.7s","fe3e59cbe16d475fa59a03ea9b1ad18a","fmg_N1025_p64","LOCAL","/zhome/86/f/169037/COURSES/LSM/LSM-P2/run_solver.py","philipnickel7@gmail.com","FINISHED","1025","numpy","hpc","weak_scaling_v2","2","50","64","5","0.6666666666666666","fmg","1","cubic","0.0","1","41.85238988840667","0","0.3662770820177923","0.000588792490087052","1.123423232216903","9","653.9435920063543","1","1.123423232216903","4.726844465999999","1.2871367710000254","14.734286903"
