"Start Time","Duration","Run ID","Name","Source Type","Source Name","User","Status","N","communicator","environment","experiment_name","fmg_post_vcycles","max_iter","n_ranks","n_smooth","omega","solver","specified_numba_threads","strategy","tolerance","use_numba","bandwidth_gb_s","converged","final_alg_error","final_error","final_residual","iterations","mlups","observed_numba_threads","residual_history","total_compute_time","total_halo_time","wall_time"
"2025-12-11 22:42:20","1.8s","c1c0a24e3ce84ccba46c69df2ddfa116","fmg_N1025_p24","LOCAL","/zhome/86/f/169037/COURSES/LSM/LSM-P2/run_solver.py","philipnickel7@gmail.com","FINISHED","1025","custom","hpc","weak_scaling_v2-LARGE","2","50","24","5","0.6666666666666666","fmg","1","sliced","0.0","1","15.720083339761432","0","17.224128810053227","0.04432340704725395","10.807441767322066","8","245.62630218377237","1","10.807441767322066","15.214428081000055","1.0139141679999852","34.869202768"
"2025-12-11 22:41:15","2.0s","d8eb9e9bd5044b09b21036eadc5a62a9","fmg_N1025_p8","LOCAL","/zhome/86/f/169037/COURSES/LSM/LSM-P2/run_solver.py","philipnickel7@gmail.com","FINISHED","1025","custom","hpc","weak_scaling_v2-LARGE","2","50","8","5","0.6666666666666666","fmg","1","sliced","0.0","1","9.165505334546092","0","5.321349046016359e-7","0.000003098791934173379","0.000005001661480441459","9","143.21102085228267","1","0.000005001661480441459","31.011676177999984","0.9162821370000036","67.281082459"
"2025-12-11 22:39:25","1.2s","f467b13b588b4af0891eac4406b76149","fmg_N1025_p1","LOCAL","/zhome/86/f/169037/COURSES/LSM/LSM-P2/run_solver.py","philipnickel7@gmail.com","FINISHED","1025","custom","hpc","weak_scaling_v2-LARGE","2","50","1","5","0.6666666666666666","fmg","1","sliced","0.0","1","2.2542418088226497","0","0.0000026178350643573635","0.0000028979702959239816","0.000015963294673632615","11","35.222528262853906","1","0.000015963294673632615","143.257315494644","0","334.3482543080172"
"2025-12-11 22:32:48","1.6s","e7f6aab00e4747bdac7bb26401d32573","jacobi_N513_p24","LOCAL","/zhome/86/f/169037/COURSES/LSM/LSM-P2/run_solver.py","philipnickel7@gmail.com","FINISHED","513","numpy","hpc","weak_scaling_v2-LARGE","2","50","24","5","0.6666666666666666","jacobi","1","cubic","0.0","1","67.00442713065902","0","10.416212484230918","0.9974931142642636","1.5371899248496741e-9","50","1046.9441739165472","1","1.5371899248496741e-9","1.8895288450000027","0.20948782400000232","6.372490259"
"2025-12-11 22:32:24","1.6s","8a165d2937d44430879df335d7f1ad65","jacobi_N513_p8","LOCAL","/zhome/86/f/169037/COURSES/LSM/LSM-P2/run_solver.py","philipnickel7@gmail.com","FINISHED","513","numpy","hpc","weak_scaling_v2-LARGE","2","50","8","5","0.6666666666666666","jacobi","1","cubic","0.0","1","31.200388247951103","0","10.472721074993286","0.9974931142642636","1.5371899248496741e-9","50","487.50606637423596","1","1.5371899248496741e-9","4.248212084999995","0.3141170690000016","13.685248267"
"2025-12-11 22:31:56","0.7s","49decc592b664d59a552f0e8bb6b6a24","jacobi_N513_p1","LOCAL","/zhome/86/f/169037/COURSES/LSM/LSM-P2/run_solver.py","philipnickel7@gmail.com","FINISHED","513","numpy","hpc","weak_scaling_v2-LARGE","2","50","1","5","0.6666666666666666","jacobi","1","cubic","0.0","1","5.209062323945545","0","10.472720618589547","0.9974931142642636","1.5371899248496741e-9","50","81.39159881164913","1","1.5371899248496741e-9","21.81604973395588","0.00011387403355911374","81.96965838500182"
"2025-12-11 22:30:15","1.6s","e3768881877f4a6b902c2ef94c46d84e","fmg_N513_p24","LOCAL","/zhome/86/f/169037/COURSES/LSM/LSM-P2/run_solver.py","philipnickel7@gmail.com","FINISHED","513","numpy","hpc","weak_scaling_v2-LARGE","2","50","24","5","0.6666666666666666","fmg","1","cubic","0.0","1","9.616359695181467","0","3.1471772051202276","0.005640251543509732","3.0421762637637015","8","150.25562023721042","1","3.0421762637637015","1.3467522460000034","0.45156551100000386","7.104310949"
"2025-12-11 22:29:50","1.5s","87c870cde98c42ca9c3d30da9bd6caab","fmg_N513_p8","LOCAL","/zhome/86/f/169037/COURSES/LSM/LSM-P2/run_solver.py","philipnickel7@gmail.com","FINISHED","513","numpy","hpc","weak_scaling_v2-LARGE","2","50","8","5","0.6666666666666666","fmg","1","cubic","0.0","1","6.991519636253585","0","0.00000586335959995595","0.000012067559076736327","0.000037958820003917244","9","109.24249431646227","1","0.000037958820003917244","3.051758155999999","0.38210726100000614","10.992933533"
"2025-12-11 22:29:25","0.7s","b42943657262472986c1ff32d8fdacbf","fmg_N513_p1","LOCAL","/zhome/86/f/169037/COURSES/LSM/LSM-P2/run_solver.py","philipnickel7@gmail.com","FINISHED","513","numpy","hpc","weak_scaling_v2-LARGE","2","50","1","5","0.6666666666666666","fmg","1","cubic","0.0","1","2.079600662292613","0","0.000010028928323281678","0.000011622575422780767","0.00006090499411436709","10","32.49376034832208","1","0.00006090499411436709","14.377491337625543","0","41.064139566995436"
"2025-12-11 22:28:27","1.6s","9714adf1f65f40869b991302fe5748e4","jacobi_N513_p24","LOCAL","/zhome/86/f/169037/COURSES/LSM/LSM-P2/run_solver.py","philipnickel7@gmail.com","FINISHED","513","numpy","hpc","weak_scaling_v2-LARGE","2","50","24","5","0.6666666666666666","jacobi","1","sliced","0.0","1","57.60569988686834","0","10.277030936697843","0.9974931142642636","1.5371899248496741e-9","50","900.0890607323178","1","1.5371899248496741e-9","2.7214411070000017","0.44447518799999797","7.412201571"
"2025-12-11 22:28:01","1.7s","5aac4d56919c415c95a5b963a87b9518","jacobi_N513_p8","LOCAL","/zhome/86/f/169037/COURSES/LSM/LSM-P2/run_solver.py","philipnickel7@gmail.com","FINISHED","513","numpy","hpc","weak_scaling_v2-LARGE","2","50","8","5","0.6666666666666666","jacobi","1","sliced","0.0","1","28.779597280505598","0","10.407874499404159","0.9974931142642636","1.5371899248496741e-9","50","449.6812075079","1","1.5371899248496741e-9","5.439810039999998","0.4511941000000015","14.836380615"
"2025-12-11 22:27:33","0.7s","458a24e037db47dd9c861bacba5a7937","jacobi_N513_p1","LOCAL","/zhome/86/f/169037/COURSES/LSM/LSM-P2/run_solver.py","philipnickel7@gmail.com","FINISHED","513","numpy","hpc","weak_scaling_v2-LARGE","2","50","1","5","0.6666666666666666","jacobi","1","sliced","0.0","1","5.200245221941239","0","10.472720618589547","0.9974931142642636","1.5371899248496741e-9","50","81.25383159283187","1","1.5371899248496741e-9","21.83406055314117","0.00011157614062540233","82.10863930001506"
"2025-12-11 22:25:54","1.6s","2f7cc68602934c1e95e672865798bcf7","fmg_N513_p24","LOCAL","/zhome/86/f/169037/COURSES/LSM/LSM-P2/run_solver.py","philipnickel7@gmail.com","FINISHED","513","numpy","hpc","weak_scaling_v2-LARGE","2","50","24","5","0.6666666666666666","fmg","1","sliced","0.0","1","7.62272732694596","0","0.9608797178360022","0.016334547850895206","1.6776459740058451","7","119.10511448353063","1","1.6776459740058451","1.9080963589999929","0.4747874929999958","7.842063047"
"2025-12-11 22:25:27","1.6s","8b20ebc321c34074a8cce43e3184eae4","fmg_N513_p8","LOCAL","/zhome/86/f/169037/COURSES/LSM/LSM-P2/run_solver.py","philipnickel7@gmail.com","FINISHED","513","numpy","hpc","weak_scaling_v2-LARGE","2","50","8","5","0.6666666666666666","fmg","1","sliced","0.0","1","5.923644746236959","0","0.0000019046362325378755","0.000012393105031765023","0.000017320833510996368","8","92.55694915995248","1","0.000017320833510996368","3.7713072520000046","0.3092321039999927","11.53303623"
"2025-12-11 22:25:01","0.7s","fd26307962e54c32b8bff2eaea9e3c26","fmg_N513_p1","LOCAL","/zhome/86/f/169037/COURSES/LSM/LSM-P2/run_solver.py","philipnickel7@gmail.com","FINISHED","513","numpy","hpc","weak_scaling_v2-LARGE","2","50","1","5","0.6666666666666666","fmg","1","sliced","0.0","1","2.0755012345263637","0","0.000010028928323281678","0.000011622575422780767","0.00006090499411436709","10","32.42970678947444","1","0.00006090499411436709","14.35608347467496","0","41.14524743199581"
"2025-12-11 22:23:58","1.7s","9a6685d3256b4f8aaf276d1610f0b2e8","jacobi_N513_p24","LOCAL","/zhome/86/f/169037/COURSES/LSM/LSM-P2/run_solver.py","philipnickel7@gmail.com","FINISHED","513","custom","hpc","weak_scaling_v2-LARGE","2","50","24","5","0.6666666666666666","jacobi","1","cubic","0.0","1","66.40068339411832","0","10.416212484230918","0.9974931142642636","1.5371899248496741e-9","50","1037.5106780330987","1","1.5371899248496741e-9","1.8875963509999978","0.1994765989999987","6.430431697"
"2025-12-11 22:23:35","1.6s","f70d02f8b7d045418d805498faf6520c","jacobi_N513_p8","LOCAL","/zhome/86/f/169037/COURSES/LSM/LSM-P2/run_solver.py","philipnickel7@gmail.com","FINISHED","513","custom","hpc","weak_scaling_v2-LARGE","2","50","8","5","0.6666666666666666","jacobi","1","cubic","0.0","1","31.426899171775414","0","10.472721074993286","0.9974931142642636","1.5371899248496741e-9","50","491.0452995589908","1","1.5371899248496741e-9","4.257663781","0.21203791799999416","13.586611166"
"2025-12-11 22:23:07","0.7s","86e814e1a5664d9f92c138dd55773fb3","jacobi_N513_p1","LOCAL","/zhome/86/f/169037/COURSES/LSM/LSM-P2/run_solver.py","philipnickel7@gmail.com","FINISHED","513","custom","hpc","weak_scaling_v2-LARGE","2","50","1","5","0.6666666666666666","jacobi","1","cubic","0.0","1","5.23756705693348","0","10.472720618589547","0.9974931142642636","1.5371899248496741e-9","50","81.83698526458559","1","1.5371899248496741e-9","21.8108395000163","0.0001134669582825154","81.52354987699073"
